#Overview of data in ClinVar by gene, dated March 2, 2020
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
SNORD115-32	100033806	158	151	-	-	-	-	-
SNORD115-33	100033807	158	151	-	-	-	-	-
SNORD115-34	100033808	158	151	-	-	-	-	-
SNORD115-35	100033809	158	151	-	-	-	-	-
SNORD115-36	100033810	158	151	-	-	-	-	-
SNORD115-37	100033811	158	151	-	-	-	-	-
SNORD115-38	100033812	158	151	-	-	-	-	-
SNORD115-39	100033813	158	151	-	-	-	-	-
SNORD115-4	100033441	159	152	-	-	-	-	-
SNORD115-40	100033814	158	151	-	-	-	-	-
SNORD115-41	100033815	158	151	-	-	-	-	-
SNORD115-42	100033816	158	151	-	-	-	-	-
SNORD115-43	100033817	158	151	-	-	-	-	-
SNORD115-44	100033818	158	151	-	-	-	-	-
SNORD115-45	100036566	158	151	-	-	-	-	-
SNORD115-46	100873857	158	151	-	-	-	-	-
SNORD115-47	100036567	158	151	-	-	-	-	-
SNORD115-48	100033822	158	151	-	-	-	-	-
SNORD115-5	100033442	159	152	-	-	-	-	-
SNORD115-6	100033443	159	152	-	-	-	-	-
SNORD115-7	100033444	159	152	-	-	-	-	-
SNORD115-8	100033445	159	152	-	-	-	-	-
SNORD115-9	100033446	158	151	-	-	-	-	-
SNORD115@	692218	159	152	-	-	-	-	-
SNORD116-1	100033413	310	303	-	-	605436	2	0
SNORD116-10	100033422	160	153	-	-	-	1	0
SNORD116-11	100033423	160	153	-	-	-	1	0
SNORD116-12	100033424	160	153	-	-	-	1	0
SNORD116-13	100033425	160	153	-	-	-	1	0
SNORD116-14	100033426	160	153	-	-	-	1	0
SNORD116-15	100033427	160	153	-	-	-	1	0
SNORD116-16	100033428	160	153	-	-	-	1	0
SNORD116-17	100033429	160	153	-	-	-	1	0
SNORD116-18	100033430	161	154	-	-	-	1	0
SNORD116-19	727708	161	154	-	-	-	1	0
SNORD116-2	100033414	158	151	-	-	-	1	0
SNORD116-20	100033431	162	155	-	-	-	1	0
SNORD116-21	100033432	159	152	-	-	-	1	0
SNORD116-22	100033433	159	152	-	-	-	1	0
SNORD116-23	100033434	159	152	-	-	-	1	0
SNORD116-24	100033435	158	151	-	-	-	1	0
SNORD116-25	100033436	158	151	-	-	-	1	0
SNORD116-26	100033438	158	151	-	-	-	1	0
SNORD116-27	100033439	158	151	-	-	-	1	0
SNORD116-28	100033820	157	150	-	-	-	-	-
SNORD116-29	100033821	157	150	-	-	-	-	-
SNORD116-3	100033415	158	151	-	-	-	1	0
SNORD116-30	100873856	157	150	-	-	-	-	-
SNORD116-4	100033416	159	152	-	-	-	2	0
SNORD116-5	100033417	159	152	-	-	-	2	0
SNORD116-6	100033418	159	152	-	-	-	2	0
SNORD116-7	100033419	159	152	-	-	-	2	0
SNORD116-8	100033420	159	152	-	-	-	2	0
SNORD116-9	100033421	158	151	-	-	-	1	0
SNORD116@	692236	166	159	-	-	-	2	0
SNORD117	692233	1	1	-	-	-	-	-
SNORD118	727676	21	19	10	6	616663	7	0
SNORD119	100113378	12	12	-	-	-	1	0
SNORD11B	100113392	14	14	-	-	-	1	0
SNORD12	692057	4	4	-	-	-	2	0
SNORD121A	100113379	35	33	-	-	-	1	0
SNORD121B	101340252	35	33	-	-	-	1	0
SNORD123	100113384	44	44	-	-	-	-	-
SNORD124	101340251	4	4	-	-	-	1	0
SNORD125	100113380	13	12	-	-	-	1	0
SNORD126	100113391	10	10	-	-	-	-	-
SNORD127	100113389	5	5	-	-	-	-	-
SNORD128	106632271	15	15	-	-	-	-	-
SNORD129	106635547	13	13	-	-	-	1	0
SNORD12B	100113393	4	4	-	-	-	2	0
SNORD12C	26765	4	4	-	-	-	2	0
SNORD13	692084	33	33	-	-	616664	1	0
SNORD130	106635548	6	6	-	-	-	1	0
SNORD131	106635549	12	12	-	-	-	-	-
SNORD132	106635550	12	12	-	-	-	8	0
SNORD133	106633800	2	2	-	-	-	-	-
SNORD134	106633803	10	10	-	-	-	2	0
SNORD135	106633804	9	9	-	-	-	1	0
SNORD136	106633805	2	2	-	-	-	-	-
SNORD137	106635615	56	54	-	-	-	1	0
SNORD138	109623460	5	5	-	-	-	-	-
SNORD139	116936	17	16	-	-	611069	1	0
SNORD13B-1	109617019	8	8	-	-	-	1	0
SNORD13B-2	109617021	43	42	-	-	-	1	0
SNORD13C	109616989	3	3	-	-	-	1	0
SNORD13D	109616990	1	1	-	-	-	-	-
SNORD13E	109617020	2	2	-	-	-	-	-
SNORD13F	109616986	2	2	-	-	-	1	0
SNORD13G	109616987	30	30	-	-	-	1	0
SNORD13H	109617018	11	11	-	-	-	1	0
SNORD13I	109616988	5	5	-	-	-	-	-
SNORD13J	109617025	1	1	-	-	-	-	-
SNORD140	106635682	10	9	-	-	-	3	0
SNORD141A	106635683	19	18	-	-	-	-	-
SNORD141B	106635684	39	39	-	-	-	1	0
SNORD142	106633806	17	17	-	-	-	3	0
SNORD143	106633808	15	15	-	-	-	1	0
SNORD144	106633809	15	15	-	-	-	1	0
SNORD145	109623472	2	2	-	-	-	1	0
SNORD146	109623484	1	1	-	-	-	-	-
SNORD147	109623465	2	2	-	-	-	-	-
SNORD148	109623466	5	5	-	-	-	-	-
SNORD149	109623485	24	24	-	-	-	1	0
SNORD14A	26822	2	2	-	-	-	-	-
SNORD14B	85388	2	2	-	-	-	-	-
SNORD14C	85389	23	23	-	-	-	-	-
SNORD14D	85390	23	23	-	-	-	-	-
SNORD14E	85391	23	23	-	-	-	-	-
SNORD150	109623467	12	12	-	-	-	-	-
SNORD151	109623468	7	7	-	-	-	-	-
SNORD152	109623473	2	2	-	-	-	-	-
SNORD153	109623486	42	42	-	-	-	1	0
SNORD154	109623474	2	2	-	-	-	-	-
SNORD155	109623450	14	14	-	-	-	3	0
SNORD156	109623475	2	2	-	-	-	-	-
SNORD157	109623451	12	12	-	-	-	2	0
SNORD158	109623470	9	9	-	-	-	-	-
SNORD159	109623452	56	50	-	-	-	2	0
SNORD15A	6079	7	7	-	-	600455	-	-
SNORD15B	114599	2	2	-	-	-	-	-
SNORD16	595097	1	1	-	-	-	-	-
SNORD160	109623476	3	3	-	-	-	2	0
SNORD161	109623453	6	6	-	-	-	1	0
SNORD162	109623454	40	40	-	-	-	1	0
SNORD163	109623477	17	17	-	-	-	1	0
SNORD164	109623487	7	7	-	-	-	3	0
SNORD165	109623455	14	14	-	-	-	1	0
SNORD166	109623478	8	8	-	-	-	1	0
SNORD167	109623456	72	70	-	-	-	1	0
SNORD168	109623457	22	22	-	-	-	-	-
SNORD169	109623479	3	3	-	-	-	-	-
SNORD17	692086	9	9	-	-	-	-	-
SNORD170	109623458	39	39	-	-	-	1	0
SNORD172	109623471	4	4	-	-	-	-	-
SNORD173	109623480	22	22	-	-	-	1	0
SNORD175	109623469	2	2	-	-	-	-	-
SNORD18A	595098	1	1	-	-	-	-	-
SNORD18B	595099	1	1	-	-	-	-	-
SNORD18C	595100	1	1	-	-	-	-	-
SNORD19	692089	2	2	-	-	-	-	-
SNORD19B	100113381	2	2	-	-	-	-	-
SNORD19C	109616991	2	2	-	-	-	-	-
SNORD1A	677848	2	2	-	-	-	-	-
SNORD1B	677849	2	2	-	-	-	-	-
SNORD1C	677850	2	2	-	-	-	-	-
SNORD2	619567	19	19	-	-	-	-	-
SNORD20	6082	21	21	-	-	604012	-	-
SNORD21	6083	10	10	-	-	603635	3	0
SNORD22	9304	10	10	-	-	603223	2	0
SNORD23	692091	4	4	-	-	-	2	0
SNORD24	26820	19	18	-	-	-	-	-
SNORD25	9303	10	10	-	-	603224	2	0
SNORD26	9302	10	10	-	-	603225	2	0
SNORD27	9301	10	10	-	-	603226	2	0
SNORD28	9300	10	10	-	-	603227	2	0
SNORD28B	109617011	14	14	-	-	-	1	0
SNORD29	9297	10	10	-	-	603228	2	0
SNORD30	9299	10	10	-	-	603229	2	0
SNORD31	9298	10	10	-	-	603230	2	0
SNORD31B	109616978	46	46	-	-	-	2	0
SNORD32A	26819	2	2	-	-	-	-	-
SNORD32B	692092	3	3	-	-	-	1	0
SNORD33	26818	2	2	-	-	-	-	-
SNORD34	26817	2	2	-	-	-	-	-
SNORD35A	26816	2	2	-	-	-	-	-
SNORD35B	84546	2	2	-	-	-	-	-
SNORD36A	26815	19	18	-	-	-	-	-
SNORD36B	26814	19	18	-	-	-	-	-
SNORD36C	26813	19	18	-	-	-	-	-
SNORD37	26812	12	12	-	-	-	1	0
SNORD38A	94162	3	3	-	-	-	2	0
SNORD38B	94163	3	3	-	-	-	2	0
SNORD38C	109617024	3	3	-	-	-	1	0
SNORD38D	109616979	30	30	-	-	-	-	-
SNORD3A	780851	104	104	-	-	180710	4	0
SNORD3B-1	26851	55	55	-	-	-	1	0
SNORD3B-2	780852	55	55	-	-	-	1	0
SNORD3C	780853	54	54	-	-	-	2	0
SNORD3D	780854	57	57	-	-	-	2	0
SNORD3E	109617015	66	62	-	-	-	1	0
SNORD3F	109616983	40	40	-	-	-	-	-
SNORD3G	109616984	1	1	-	-	-	-	-
SNORD3H	109617016	14	14	-	-	-	-	-
SNORD3I	109616996	62	62	-	-	-	3	0
SNORD3J	109616985	5	5	-	-	-	-	-
SNORD3K	109617017	7	7	-	-	-	2	0
SNORD3P3	26843	6	6	-	-	-	-	-
SNORD41	26810	9	9	-	-	-	1	0
SNORD42A	26809	1	1	-	-	-	-	-
SNORD42B	26808	1	1	-	-	-	-	-
SNORD43	26807	16	15	-	-	611068	-	-
SNORD44	26806	11	11	-	-	-	-	-
SNORD45A	26805	5	5	-	-	-	-	-
SNORD45B	26804	5	5	-	-	-	-	-
SNORD45C	692085	5	5	-	-	-	-	-
SNORD46	94161	3	3	-	-	-	2	0
SNORD47	26802	11	11	-	-	-	-	-
SNORD48	26801	1	1	-	-	-	-	-
SNORD49A	26800	18	18	-	-	-	1	0
SNORD49B	692087	18	18	-	-	-	1	0
SNORD4A	26773	1	1	-	-	-	-	-
SNORD4B	26772	1	1	-	-	-	-	-
SNORD5	692072	4	4	-	-	-	-	-
SNORD50A	26799	15	15	-	-	613117	1	0
SNORD50B	692088	15	15	-	-	613264	1	0
SNORD51	26798	10	10	-	-	-	-	-
SNORD52	26797	1	1	-	-	-	-	-
SNORD53	26796	9	9	-	-	-	4	0
SNORD53B	109617012	9	9	-	-	-	4	0
SNORD54	26795	15	15	-	-	-	-	-
SNORD55	26811	3	3	-	-	-	2	0
SNORD56	26793	14	14	-	-	-	3	0
SNORD56B	319139	4	4	-	-	-	1	0
SNORD57	26792	14	14	-	-	-	3	0
SNORD58A	26791	20	18	-	-	-	-	-
SNORD58B	26790	20	18	-	-	-	-	-
SNORD58C	100124516	20	18	-	-	-	-	-
SNORD59A	26789	1	1	-	-	-	-	-
SNORD59B	692090	1	1	-	-	-	-	-
SNORD6	692075	4	4	-	-	-	-	-
SNORD60	26788	9	9	-	-	-	1	0
SNORD61	26787	89	85	-	-	-	-	-
SNORD62A	26786	19	18	-	-	-	-	-
SNORD62B	692093	19	18	-	-	-	-	-
SNORD63	26785	6	6	-	-	-	1	0
SNORD63B	109617013	6	6	-	-	-	1	0
SNORD64	347686	158	151	-	-	-	1	0
SNORD65	692106	18	18	-	-	-	1	0
SNORD65B	109616980	26	26	-	-	-	-	-
SNORD65C	109616981	15	15	-	-	-	-	-
SNORD66	692107	22	22	-	-	-	2	0
SNORD67	692108	4	4	-	-	-	-	-
SNORD68	606500	20	20	-	-	-	1	0
SNORD69	692109	2	2	-	-	-	-	-
SNORD7	692076	1	1	-	-	-	1	0
SNORD70	692110	14	14	-	-	-	1	0
SNORD70B	109616995	14	14	-	-	-	1	0
SNORD71	692111	14	14	-	-	-	1	0
SNORD72	619564	6	6	-	-	-	-	-
SNORD73A	8944	30	30	-	-	603568	3	0
SNORD73B	114655	10	10	-	-	-	1	0
SNORD74	619498	11	11	-	-	-	-	-
SNORD74B	109617014	49	44	-	-	-	1	0
SNORD75	692195	11	11	-	-	-	-	-
SNORD76	692196	11	11	-	-	-	-	-
SNORD77	692197	11	11	-	-	-	-	-
SNORD77B	109616982	15	15	-	-	-	-	-
SNORD78	692198	11	11	-	-	-	-	-
SNORD79	26770	11	11	-	-	-	-	-
SNORD8	319103	14	14	-	-	-	2	0
SNORD80	26774	11	11	-	-	-	-	-
SNORD81	26769	11	11	-	-	-	-	-
SNORD82	25826	21	21	-	-	611133	-	-
SNORD83A	116937	17	16	-	-	611070	1	0
SNORD83B	116938	17	16	-	-	611071	1	0
SNORD84	692199	1	1	-	-	-	-	-
SNORD86	692201	14	14	-	-	-	3	0
SNORD87	641648	23	23	-	-	612216	1	0
SNORD88A	692202	5	5	-	-	-	-	-
SNORD88B	692203	5	5	-	-	-	-	-
SNORD88C	692204	5	5	-	-	-	-	-
SNORD89	692205	11	11	-	-	-	4	0
SNORD9	692053	14	14	-	-	-	2	0
SNORD90	692206	15	14	-	-	-	-	-
SNORD91A	692207	27	27	-	-	-	2	0
SNORD91B	692208	27	27	-	-	-	2	0
SNORD92	692209	9	9	-	-	-	4	0
SNORD93	692210	16	16	-	-	-	1	0
SNORD94	692225	8	8	-	-	-	4	0
SNORD95	619570	10	10	-	-	-	2	0
SNORD96A	619571	10	10	-	-	-	2	0
SNORD96B	692226	85	81	-	-	-	2	0
SNORD97	692223	3	3	-	-	-	-	-
SNORD98	692211	7	7	-	-	-	1	0
SNORD99	692212	5	5	-	-	-	2	0
SNPH	9751	41	41	-	1	604942	5	0
SNRK	54861	15	15	6	-	612760	1	0
SNRK-AS1	100873954	2	2	-	-	-	-	-
SNRNP200	23020	228	184	177	11	601664	82	10
SNRNP25	79622	51	51	-	-	-	11	0
SNRNP27	11017	14	14	-	-	-	1	0
SNRNP35	11066	25	25	-	-	-	6	0
SNRNP40	9410	14	14	-	-	607797	3	0
SNRNP48	154007	34	34	-	-	-	1	0
SNRNP70	6625	9	9	-	-	180740	2	0
SNRPA	6626	12	12	4	2	182285	-	-
SNRPA1	6627	81	81	-	-	603521	9	0
SNRPB	6628	39	39	14	5	182282	5	0
SNRPB2	6629	24	24	-	-	603520	4	0
SNRPC	6631	14	14	-	-	603522	3	0
SNRPD1	6632	35	33	-	-	601063	1	0
SNRPD2	6633	13	13	-	-	601061	4	0
SNRPD3	6634	80	76	-	-	601062	33	0
SNRPE	6635	12	12	2	2	128260	1	0
SNRPF	6636	8	8	-	-	603541	-	-
SNRPG	6637	11	11	-	-	603542	1	0
SNRPN	6638	383	373	39	4	182279	36	3
SNTA1	6640	376	213	361	2	601017	103	15
SNTB1	6641	41	41	1	1	600026	1	0
SNTB2	6645	28	28	-	-	600027	7	0
SNTG1	54212	44	44	3	-	608714	13	0
SNTG2	54221	90	90	16	-	608715	31	0
SNTG2-AS1	101060391	34	34	-	-	-	7	0
SNTN	132203	12	12	-	-	617832	2	0
SNU13	4809	23	22	-	-	601304	3	0
SNUPN	10073	31	31	-	-	607902	6	0
SNURF	8926	343	333	2	1	-	19	1
SNW1	22938	23	23	-	-	603055	5	0
SNX1	6642	10	10	-	-	601272	-	-
SNX10	29887	45	45	13	5	614780	4	0
SNX11	29916	9	9	-	-	614906	-	-
SNX12	29934	132	128	-	-	300883	7	0
SNX13	23161	47	47	3	1	606589	10	0
SNX14	57231	58	56	40	20	616105	6	1
SNX15	29907	7	7	-	-	605964	1	0
SNX16	64089	31	31	-	-	614903	5	0
SNX17	9784	17	17	-	-	605963	4	0
SNX18	112574	22	22	3	-	-	7	0
SNX19	399979	86	86	8	-	-	4	0
SNX2	6643	29	29	-	-	605929	8	0
SNX20	124460	24	24	1	-	613281	3	0
SNX21	90203	8	8	-	-	-	-	-
SNX22	79856	38	33	-	4	-	9	0
SNX24	28966	29	29	-	-	-	8	0
SNX25	83891	115	115	-	3	-	14	0
SNX27	81609	84	84	77	3	611541	37	0
SNX29	92017	33	33	-	-	-	9	0
SNX3	8724	21	21	1	-	605930	3	0
SNX30	401548	44	43	-	-	-	1	0
SNX31	169166	31	31	-	-	-	-	-
SNX32	254122	8	8	-	-	-	1	0
SNX33	257364	29	29	-	2	-	4	0
SNX4	8723	16	16	-	-	605931	4	0
SNX5	27131	19	19	-	-	605937	-	-
SNX6	58533	22	22	-	-	606098	3	0
SNX7	51375	16	16	1	-	614904	5	0
SNX8	29886	53	53	3	-	614905	12	0
SNX9	51429	29	29	4	2	605952	2	0
SOAT1	6646	29	29	5	-	102642	1	0
SOAT2	8435	14	14	3	-	601311	2	0
SOBP	55084	88	76	61	1	613667	28	2
SOCAR	105373557	19	17	-	-	-	13	0
SOCS1	8651	32	31	4	-	603597	8	0
SOCS2	8835	17	17	-	-	605117	2	0
SOCS2-AS1	144481	4	4	-	-	617269	1	0
SOCS3	9021	18	18	-	-	604176	1	0
SOCS4	122809	15	15	2	-	616337	1	0
SOCS5	9655	20	20	3	-	607094	3	0
SOCS6	9306	117	115	1	-	605118	4	0
SOCS7	30837	10	10	-	-	608788	1	0
SOD1	6647	183	136	124	48	147450	21	2
SOD2	6648	30	28	5	1	147460	4	0
SOD2-OT1	100129518	9	9	-	-	-	1	0
SOD3	6649	31	31	5	1	185490	-	-
SOGA1	140710	14	14	3	1	-	1	0
SOGA3	387104	20	20	3	-	-	5	0
SOHLH1	402381	69	63	18	2	610224	4	0
SOHLH2	54937	38	38	-	-	616066	1	0
SON	6651	221	198	159	43	182465	13	0
SORBS1	10580	30	30	10	2	605264	5	0
SORBS2	8470	128	128	5	3	616349	15	0
SORBS3	10174	85	85	17	-	610795	2	0
SORCS1	114815	42	42	11	1	606283	10	0
SORCS2	57537	96	96	11	2	606284	5	0
SORCS3	22986	32	32	10	-	606285	5	0
SORCS3-AS1	100505890	5	5	-	-	-	1	0
SORD	6652	25	25	3	1	182500	10	0
SORL1	6653	104	104	62	3	602005	4	0
SORT1	6272	25	25	5	-	602458	4	0
SOS1	6654	1025	541	995	48	182530	243	26
SOS1-IT1	100505911	19	19	-	-	-	1	0
SOS2	6655	306	251	289	6	601247	64	3
SOST	50964	48	47	31	6	605740	19	1
SOSTDC1	25928	40	40	4	-	609675	1	0
SOWAHA	134548	22	22	-	1	-	2	0
SOWAHB	345079	18	18	1	-	-	3	0
SOWAHC	65124	32	32	-	-	-	13	0
SOWAHD	347454	160	156	-	-	-	5	0
SOX1	6656	101	101	3	-	602148	6	0
SOX1-OT	100505996	53	53	-	1	-	1	0
SOX10	6663	221	158	189	68	602229	26	5
SOX11	6664	66	64	38	15	600898	9	0
SOX12	6666	59	59	3	-	601947	12	0
SOX13	9580	10	10	-	-	604748	-	-
SOX14	8403	20	20	1	-	604747	4	0
SOX15	6665	18	18	-	-	601297	2	0
SOX17	64321	41	36	13	1	610928	5	1
SOX18	54345	56	52	18	5	601618	6	0
SOX2	6657	104	93	75	37	184429	11	1
SOX2-OT	347689	100	89	-	38	616338	11	0
SOX2-SRR2	108281178	20	20	-	-	-	-	-
SOX21	11166	59	59	-	-	604974	3	0
SOX21-AS1	100507533	30	30	-	-	-	-	-
SOX3	6658	235	211	48	4	313430	12	2
SOX30	11063	23	23	5	1	606698	1	0
SOX4	6659	33	32	17	4	184430	2	0
SOX5	6660	140	130	72	42	604975	18	0
SOX5-AS1	101928471	12	12	-	-	-	-	-
SOX6	55553	32	32	3	-	607257	4	0
SOX7	83595	111	111	5	-	612202	6	0
SOX8	30812	60	60	7	-	605923	6	0
SOX9	6662	220	184	197	58	608160	52	5
SOX9-AS1	400618	3	3	-	-	-	-	-
SOX9CRE1	108021841	7	7	-	-	-	1	0
SP1	6667	18	18	7	1	189906	1	0
SP100	6672	27	27	2	1	604585	1	0
SP110	3431	169	137	142	8	604457	51	5
SP140	11262	92	79	8	7	608602	16	0
SP140L	93349	30	30	1	-	617747	2	0
SP2	6668	11	11	-	-	601801	3	0
SP2-AS1	100506325	3	3	-	-	-	1	0
SP3	6670	31	31	3	-	601804	3	0
SP4	6671	34	34	2	-	600540	4	0
SP5	389058	15	15	-	-	609391	-	-
SP6	80320	11	11	-	-	608613	3	0
SP7	121340	70	57	60	2	606633	26	3
SP8	221833	32	32	1	-	608306	2	0
SP9	100131390	30	30	1	-	-	3	0
SPA17	53340	56	56	-	-	608621	3	0
SPAAR	158376	34	32	-	-	617627	1	0
SPACA1	81833	15	15	-	-	612739	1	0
SPACA3	124912	12	12	3	-	612749	1	0
SPACA4	171169	13	13	-	-	609932	2	0
SPACA5	389852	155	151	-	-	300593	8	0
SPACA5B	729201	155	151	-	-	-	8	0
SPACA6	147650	8	8	-	-	-	1	0
SPACA6P-AS	102238594	8	8	-	-	-	1	0
SPACA7	122258	98	98	-	-	-	5	0
SPACA9	11092	37	36	-	-	618552	2	0
SPAG1	6674	154	144	121	21	603395	46	0
SPAG11A	653423	188	176	-	-	-	-	-
SPAG11B	10407	192	180	-	-	606560	-	-
SPAG16	79582	38	38	4	-	612173	10	0
SPAG16-DT	100130451	9	9	-	-	-	1	0
SPAG17	200162	21	21	10	1	616554	1	0
SPAG4	6676	12	12	-	-	603038	-	-
SPAG5	10615	12	12	2	-	615562	-	-
SPAG5-AS1	100506436	2	2	-	-	-	1	0
SPAG6	9576	28	28	2	-	605730	2	0
SPAG7	9552	31	31	3	-	610056	5	0
SPAG8	26206	96	92	10	6	605731	11	0
SPAG9	9043	21	21	9	1	605430	1	0
SPAM1	6677	25	25	-	-	600930	3	0
SPANXA1	30014	198	194	-	-	300305	7	0
SPANXA2	728712	198	194	-	-	300493	7	0
SPANXA2-OT1	619455	106	102	-	-	-	4	0
SPANXB1	728695	189	185	-	-	300669	6	0
SPANXC	64663	198	194	-	-	300330	11	0
SPANXD	64648	185	181	-	-	300670	3	0
SPANXD	64648	185	181	-	-	300671	3	0
SPANXN1	494118	192	188	-	-	300664	6	0
SPANXN2	494119	184	180	-	-	300665	2	0
SPANXN3	139067	184	180	-	-	300666	3	0
SPANXN4	441525	183	178	2	-	300667	3	0
SPANXN5	494197	141	137	-	-	300668	3	0
SPARC	6678	34	34	21	2	182120	1	0
SPARCL1	8404	21	21	-	-	606041	3	0
SPART	23111	168	144	125	9	607111	54	5
SPART-AS1	100507135	29	29	-	-	-	3	0
SPAST	6683	571	463	487	241	604277	111	12
SPATA1	100505741	17	17	-	-	-	2	0
SPATA12	353324	9	9	-	-	609869	2	0
SPATA13	221178	65	64	-	-	613324	21	0
SPATA13-AS1	100874231	33	32	-	-	-	11	0
SPATA16	83893	59	57	38	1	609856	26	1
SPATA17	128153	30	30	-	-	611032	4	0
SPATA17-AS1	103752555	14	14	-	-	-	2	0
SPATA18	132671	18	18	4	-	612814	3	0
SPATA19	219938	85	85	-	-	609805	3	0
SPATA2	9825	13	13	-	-	607662	2	0
SPATA20	64847	11	11	-	-	613939	-	-
SPATA21	374955	24	24	1	1	-	4	0
SPATA22	84690	282	227	4	60	617673	58	0
SPATA24	202051	21	21	-	-	-	4	0
SPATA25	128497	8	8	-	-	-	-	-
SPATA2L	124044	55	55	-	-	-	12	0
SPATA3	130560	22	22	-	-	-	1	0
SPATA3-AS1	348761	11	11	-	-	-	-	-
SPATA31A1	647060	46	45	-	-	-	-	-
SPATA31A3	727830	46	45	-	-	-	-	-
SPATA31A5	727905	47	46	-	-	-	-	-
SPATA31A6	389730	48	47	-	-	-	-	-
SPATA31A7	26165	44	43	-	-	616584	-	-
SPATA31C1	441452	35	34	-	-	-	2	0
SPATA31C2	645961	32	31	-	1	-	1	0
SPATA31D1	389763	33	32	-	-	-	1	0
SPATA31D3	389762	34	33	-	-	-	1	0
SPATA31D4	389761	35	34	-	-	-	1	0
SPATA31E1	286234	35	34	-	-	-	2	0
SPATA32	124783	11	11	-	-	-	1	0
SPATA33	124045	54	54	-	-	615409	15	0
SPATA4	132851	72	72	-	-	609879	4	0
SPATA41	388182	36	36	-	-	-	3	0
SPATA42	642864	8	8	-	-	-	1	0
SPATA45	149643	23	22	-	-	-	2	0
SPATA46	284680	16	16	-	-	617257	3	0
SPATA48	100130988	17	17	-	-	-	1	0
SPATA5	166378	220	188	195	34	613940	68	6
SPATA5L1	79029	20	20	1	-	-	9	0
SPATA6	54558	10	10	1	-	613947	3	0
SPATA6L	55064	238	230	-	6	-	46	0
SPATA7	55812	150	96	124	19	609868	28	9
SPATA8	145946	52	52	-	-	613948	1	0
SPATA8-AS1	100652749	19	19	-	-	-	-	-
SPATA9	83890	24	24	-	-	608039	4	0
SPATC1	375686	56	56	1	-	610874	5	0
SPATC1L	84221	109	103	5	-	612412	7	0
SPATS1	221409	12	12	-	-	-	-	-
SPATS2	65244	10	10	1	1	611667	1	0
SPATS2L	26010	28	28	1	1	613817	2	0
SPC24	147841	12	12	-	-	609394	2	0
SPC25	57405	15	15	-	-	609395	2	0
SPCS1	28972	9	9	-	-	610358	-	-
SPCS2	9789	8	8	-	-	-	1	0
SPCS3	60559	71	71	-	-	-	5	0
SPDEF	25803	10	10	2	-	608144	1	0
SPDL1	54908	26	26	6	1	616401	4	0
SPDYA	245711	20	20	1	-	614029	7	0
SPDYC	387778	6	6	-	-	614030	-	-
SPDYE1	285955	21	21	-	-	617623	-	-
SPDYE11	100996746	16	16	-	-	-	2	0
SPDYE16	102723555	21	21	-	-	-	4	0
SPDYE17	102723849	9	9	-	-	-	1	0
SPDYE18	100505767	9	9	-	-	-	1	0
SPDYE2	441273	19	19	-	-	617624	-	-
SPDYE2B	100310812	18	18	-	-	-	-	-
SPDYE3	441272	20	20	-	-	617625	2	0
SPDYE4	388333	15	15	-	-	617628	4	0
SPDYE5	442590	29	29	-	1	-	5	0
SPDYE6	729597	20	20	-	-	-	1	0
SPECC1	92521	111	111	-	10	608793	10	0
SPECC1L	23384	151	141	64	15	614140	42	0
SPECC1L-ADORA2A	101730217	116	106	-	15	-	33	0
SPEF1	25876	32	32	-	-	610674	7	0
SPEF2	79925	59	58	34	10	610172	4	1
SPEG	10290	199	188	169	7	615950	25	7
SPEGNB	100996693	9	9	-	-	-	1	0
SPEM1	374768	22	22	1	-	615116	1	0
SPEM2	201243	21	21	-	-	-	1	0
SPEM3	107983988	9	9	-	-	-	1	0
SPEN	23013	41	41	12	-	613484	8	0
SPESP1	246777	14	14	-	-	609399	1	0
SPG11	80208	1099	802	1074	187	610844	379	36
SPG21	51324	72	63	55	4	608181	28	2
SPG7	6687	595	392	516	75	602783	125	25
SPHAR	10638	26	26	-	-	-	2	0
SPHK1	8877	26	26	6	-	603730	2	0
SPHK2	56848	19	19	9	-	607092	2	0
SPHKAP	80309	25	25	3	2	611646	-	-
SPI1	6688	14	14	2	-	165170	1	0
SPIB	6689	20	20	8	-	606802	1	0
SPIC	121599	15	15	2	-	612568	2	0
SPICE1	152185	25	25	1	-	613447	-	-
SPIDR	23514	58	58	13	1	615384	18	0
SPIN1	10927	30	29	-	-	609936	-	-
SPIN2A	54466	141	137	-	-	300621	7	0
SPIN2B	474343	141	137	-	-	300517	7	0
SPIN3	169981	141	137	-	-	-	7	0
SPIN4	139886	138	134	-	-	-	3	0
SPINDOC	144097	7	7	-	-	-	-	-
SPINK1	6690	146	84	125	14	167790	28	3
SPINK13	153218	17	17	-	-	615205	2	0
SPINK14	408187	20	20	-	-	-	2	0
SPINK2	6691	15	15	1	1	605753	1	0
SPINK4	27290	70	68	-	-	613929	3	0
SPINK5	11005	393	288	374	40	605010	77	11
SPINK6	404203	17	17	-	-	615868	2	0
SPINK7	84651	17	17	-	-	617288	2	0
SPINK8	646424	9	9	-	-	-	2	0
SPINK9	643394	18	18	-	-	613511	3	0
SPINT1	6692	10	10	3	-	605123	-	-
SPINT2	10653	19	19	10	7	605124	1	0
SPINT3	10816	8	8	-	-	613941	-	-
SPINT4	391253	11	11	-	-	-	-	-
